name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
pune,2022-06-26,88,72.2,76,94.2,72.2,76.6,69.9,81.9,0.004,100,4.17,rain,0,0,26.2,9.8,224.1,1002.6,90.2,8.8,82.4,7.3,4,10,2022-06-26T06:00:20,2022-06-26T19:14:33,0.9,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-06-27,80.3,68.3,74.2,84.5,68.3,74.3,70.1,87.5,0.008,100,4.17,rain,0,0,21.7,9.1,233.3,1004.7,96.3,7,42,3.6,2,10,2022-06-27T06:00:36,2022-06-27T19:14:42,0.94,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-06-28,82.1,71.7,75.8,87.1,71.7,76.4,69.6,81.8,0.008,100,4.17,rain,0,0,19.9,15.9,248.4,1005.7,87.6,10.5,238,20.6,9,10,2022-06-28T06:00:52,2022-06-28T19:14:50,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-06-29,87.1,70.4,78.1,92.1,70.4,79.7,69.5,76.2,0.024,100,12.5,rain,0,0,21.3,13.4,254,1004.1,80.9,10.5,285,24.5,9,10,2022-06-29T06:01:09,2022-06-29T19:14:57,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-06-30,86.6,72.2,76.5,90.7,72.2,77.4,69.3,79.2,0.197,100,8.33,rain,0,0,21.7,12.3,252.2,1003.8,93.9,9.6,147.5,12.7,6,10,2022-06-30T06:01:27,2022-06-30T19:15:03,0.04,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-01,80.3,71.9,74.1,85.1,71.9,74.4,70.5,89,0.197,100,8.33,rain,0,0,23.9,8.9,248.2,1004.9,95.8,4.6,41.7,3.5,3,10,2022-07-01T06:01:45,2022-07-01T19:15:08,0.07,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-02,80.8,71.1,74.2,85.2,71.1,74.4,70.6,88.7,0.142,100,8.33,rain,0,0,23.9,12.1,248.1,1003.8,90.8,6.3,89.7,7.7,7,10,2022-07-02T06:02:03,2022-07-02T19:15:12,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-03,83.5,72.2,76.1,88.3,72.2,76.8,69.7,81.3,0.012,100,4.17,rain,0,0,23.3,13.6,247.5,1003.3,85,9.9,236,20.5,9,10,2022-07-03T06:02:21,2022-07-03T19:15:16,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-04,81.2,71.9,74.3,85.9,71.9,74.5,71,89.7,0.421,100,12.5,rain,0,0,24.6,11.6,248.4,1003.2,94.3,3.7,117.5,10.3,7,10,2022-07-04T06:02:40,2022-07-04T19:15:18,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-05,81.2,71.1,73.2,86,71.1,73.4,71,92.9,0.118,100,8.33,rain,0,0,21.3,7.4,249.1,1001.3,98.3,1.7,10.4,0.8,0,10,2022-07-05T06:03:00,2022-07-05T19:15:20,0.21,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-06,77.1,71.3,73.2,77.1,71.3,73.2,70.9,92.8,0.985,100,16.67,rain,0,0,24.6,8.3,240.1,1003,100,3.2,16.5,1.4,1,10,2022-07-06T06:03:19,2022-07-06T19:15:20,0.24,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-07,77.1,71.7,73,77.1,71.7,73,71,93.3,0.708,100,12.5,rain,0,0,26.2,9.2,258.4,1005.7,99.5,2.5,14.5,1.3,1,10,2022-07-07T06:03:39,2022-07-07T19:15:20,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-08,79.4,71,72.7,79.4,71,72.7,69.7,90.3,0.157,100,8.33,rain,0,0,28,10.1,261.5,1005.4,99.1,4.6,12.8,1.1,1,10,2022-07-08T06:03:59,2022-07-08T19:15:18,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-09,77.2,70.1,72.1,77.2,70.1,72.1,69.7,92.4,0.984,100,25,rain,0,0,28.4,11.2,261.6,1004,100,2.9,18.8,1.7,1,10,2022-07-09T06:04:19,2022-07-09T19:15:16,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-10,76.7,70.1,72.8,76.7,70.1,72.8,68.7,87.2,0.355,100,8.33,rain,0,0,27.7,10.3,264.9,1004.9,99.9,10.1,65.2,5.4,5,10,2022-07-10T06:04:40,2022-07-10T19:15:13,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-11,76.3,70.8,72.1,76.3,70.8,72.1,69,89.9,2.007,100,25,rain,0,0,28.6,11,264.7,1006.4,100,9.7,30.1,2.6,1,10,2022-07-11T06:05:00,2022-07-11T19:15:08,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-12,74,69,70.8,74,69,70.8,68.4,92.1,1.338,100,20.83,rain,0,0,30.4,11.9,262.3,1006.3,100,4.5,15.2,1.1,1,10,2022-07-12T06:05:21,2022-07-12T19:15:03,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-13,73.1,69.2,70.7,73.1,69.2,70.7,68.7,93.5,2.795,100,20.83,rain,0,0,34,18.3,254.5,1003.2,100,3,9.8,0.9,1,10,2022-07-13T06:05:42,2022-07-13T19:14:56,0.48,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-14,77.6,69.7,72.2,77.6,69.7,72.2,69.7,92.1,0.629,100,16.67,rain,0,0,34.7,17.4,245.8,1000.3,100,2.7,21.4,1.8,1,10,2022-07-14T06:06:03,2022-07-14T19:14:49,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-15,76.3,71.3,72.8,76.3,71.3,72.8,70.1,91.3,0.276,100,12.5,rain,0,0,35.3,16.8,245.7,1001.1,98.8,4.1,11.9,1.1,1,10,2022-07-15T06:06:24,2022-07-15T19:14:40,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-16,81.6,71,74.7,86.5,71,74.9,70.6,87.3,0.191,100,50,rain,0,0,27.7,15.9,242.4,1002.4,93.1,7.4,164.8,14.3,8,10,2022-07-16T06:06:45,2022-07-16T19:14:30,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-17,81.7,71.5,74.3,87.1,71.5,74.7,70.7,88.7,0.016,100,4.17,rain,0,0,23.9,10.1,250.3,1005,94.3,6.3,96.2,8.4,4,10,2022-07-17T06:07:06,2022-07-17T19:14:20,0.62,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-18,75.8,69.5,72,75.8,69.5,72,69.6,92.2,0.028,100,4.17,rain,0,0,23.7,6.9,251.3,1006,98.7,3.8,18.5,1.4,1,10,2022-07-18T06:07:27,2022-07-18T19:14:08,0.65,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-19,80.8,69.7,72.7,85.2,69.7,72.9,69.6,90.3,0.02,100,16.67,rain,0,0,20.8,9.6,249.7,1006.4,95.4,5.3,41.5,3.5,2,10,2022-07-19T06:07:48,2022-07-19T19:13:55,0.68,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-20,80.8,69.5,74.5,85.2,69.5,74.8,69.6,85.2,0.004,100,4.17,rain,0,0,19.5,13.9,254.5,1007.2,74.6,7.9,245.1,21.2,8,10,2022-07-20T06:08:09,2022-07-20T19:13:41,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-21,82.5,69.7,74.6,87.6,69.7,75,69.3,84.2,0.028,100,4.17,rain,0,0,18.3,11,260.2,1007.7,96.7,10.5,231.5,20,8,10,2022-07-21T06:08:30,2022-07-21T19:13:26,0.75,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-22,81.7,69.3,74.5,86.4,69.3,74.9,68.7,82.5,0.012,100,12.5,rain,0,0,17.2,10.5,260.5,1008,91.6,10.9,179.4,15.5,6,10,2022-07-22T06:08:51,2022-07-22T19:13:10,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-23,79.4,69.5,72.9,79.4,69.5,72.9,68.7,87,0.02,100,4.17,rain,0,0,23.5,12.5,258.9,1006.7,94.8,10.3,140.3,12.2,7,10,2022-07-23T06:09:12,2022-07-23T19:12:53,0.82,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-24,78.5,69.9,71.6,78.5,69.9,71.6,69.2,92.3,0.106,100,8.33,rain,0,0,21.5,6.7,250.7,1006.1,99.2,1.6,15.2,1.3,1,10,2022-07-24T06:09:33,2022-07-24T19:12:35,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-25,82.5,69.5,72.8,86.9,69.5,73,69.3,89.1,0.035,100,4.17,rain,0,0,17.4,6.3,247.7,1007.5,94,6.3,45.5,4,2,10,2022-07-25T06:09:53,2022-07-25T19:12:16,0.88,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-26,80,69.5,74.1,80,69.5,74.1,69,84.6,0.122,100,4.17,rain,0,0,17.2,10.3,256.2,1009.1,95.2,10.1,200.6,17.1,9,10,2022-07-26T06:10:14,2022-07-26T19:11:56,0.92,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-27,86.2,70.6,74.7,91.3,70.6,75.3,69.5,84.8,1.999,100,16.67,rain,0,0,8.7,7.8,263.5,1008.9,96.5,10.7,170,14.7,7,10,2022-07-27T06:10:34,2022-07-27T19:11:35,0.95,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-28,87.5,70.6,77.7,94.8,70.6,79.3,70.2,79.1,0.039,100,4.17,rain,0,0,7.2,6.7,292.7,1009.2,90.6,11.3,234.5,20.1,9,30,2022-07-28T06:10:54,2022-07-28T19:11:13,0,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-29,86.1,72.4,77.6,94.5,72.4,78.9,72.1,83.8,0.315,100,4.17,rain,0,0,8.5,6.9,300.4,1009,90.6,10.2,224.5,19.3,8,30,2022-07-29T06:11:14,2022-07-29T19:10:50,0.02,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-30,88,72.6,77.9,94.3,72.6,79.3,71.3,80.9,0.217,100,25,rain,0,0,9.2,8.1,277,1008,90.1,10.7,246.8,21.3,8,30,2022-07-30T06:11:33,2022-07-30T19:10:26,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-07-31,88.9,70.8,77.1,95.8,70.8,78.3,69.7,78.9,0.02,100,8.33,rain,0,0,11.9,11.2,276.6,1006.4,61.3,11.3,218.7,19,8,10,2022-07-31T06:11:53,2022-07-31T19:10:00,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-01,86.1,70.2,76.3,91.1,70.2,77.1,69.3,79.8,0.117,100,20.83,rain,0,0,11.9,9.4,267.1,1006.8,82.4,10.5,239.5,20.7,8,10,2022-08-01T06:12:12,2022-08-01T19:09:34,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-02,86.2,69.9,76.2,91.3,69.9,77.3,69.4,80.2,0.012,100,8.33,rain,0,0,11.6,9.6,272.9,1005.7,87.9,11.5,223.2,19.3,8,10,2022-08-02T06:12:31,2022-08-02T19:09:07,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-03,87.5,70.8,77.3,93.6,70.8,78.8,70.3,80,0.031,100,4.17,rain,0,0,8.1,7.8,269.5,1004.7,94.9,11.5,219.4,19.1,8,30,2022-08-03T06:12:50,2022-08-03T19:08:39,0.19,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-04,87.5,71.7,77,95.2,71.7,78.5,71.3,83.4,0.441,100,12.5,rain,0,0,7.4,5.6,258.9,1003.9,97.5,9.5,174.3,15.1,6,30,2022-08-04T06:13:08,2022-08-04T19:08:10,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-05,83.9,71.9,74.6,89,71.9,75,71.2,89.5,0.591,100,4.17,rain,0,0,16.3,9.4,244.3,1002.8,98.8,8.1,96.1,8.1,6,30,2022-08-05T06:13:26,2022-08-05T19:07:40,0.25,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-06,82.6,70.8,74.1,87.7,70.8,74.3,70.5,88.8,0.024,100,4.17,rain,0,0,19.5,7.2,237.8,1002,89.8,6.2,133.3,11.4,5,10,2022-08-06T06:13:44,2022-08-06T19:07:09,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-07,82.5,71.9,74.9,87.6,71.9,75.6,71.1,88.5,1.417,100,12.5,rain,0,0,22.4,12.5,252.1,1001.2,94.7,4.7,178,15.3,8,10,2022-08-07T06:14:02,2022-08-07T19:06:37,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-08,78.5,70.6,72.5,78.5,70.6,72.5,70.6,93.8,0.354,100,12.5,rain,0,0,32.9,14.8,233.3,1000.4,99.2,1.8,38.9,3.2,2,10,2022-08-08T06:14:19,2022-08-08T19:06:05,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-09,75.8,70.4,72.3,75.8,70.4,72.3,70.3,93.5,0.905,100,16.67,rain,0,0,32.7,14.5,240.4,999.4,100,2.9,10.6,0.9,0,10,2022-08-09T06:14:36,2022-08-09T19:05:31,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-10,78.9,70.6,72.1,78.9,70.6,72.1,70,93.4,0.197,100,8.33,rain,0,0,34,15.2,241.5,999.1,99.6,2.7,15.8,1.5,1,10,2022-08-10T06:14:53,2022-08-10T19:04:56,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-11,78.5,70.6,72.8,78.5,70.6,72.8,70.2,91.6,0.63,100,12.5,rain,0,0,38.3,19.2,242.6,1000.5,97.5,5.5,22,1.8,1,10,2022-08-11T06:15:10,2022-08-11T19:04:21,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-12,78.9,70.2,72.6,78.9,70.2,72.6,69.6,90.7,0.039,100,4.17,rain,0,0,36,15.7,242.1,1003.2,95.2,5.3,24.9,1.9,1,10,2022-08-12T06:15:26,2022-08-12T19:03:45,0.5,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-13,81.2,70.1,72.8,85.6,70.1,73,69.7,90.4,0.173,100,8.33,rain,0,0,30,12.1,248,1005.3,94.2,3.9,77.7,6.5,4,10,2022-08-13T06:15:42,2022-08-13T19:03:08,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-14,78.1,70.2,72.6,78.1,70.2,72.6,69.6,90.4,0.012,100,4.17,rain,0,0,25.5,13.9,249.5,1006.8,97,3.7,73.1,6.2,4,10,2022-08-14T06:15:58,2022-08-14T19:02:30,0.57,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-15,78.1,69.9,71.9,78.1,69.9,71.9,69.6,92.5,0.197,100,8.33,rain,0,0,25.3,9.8,249,1006.9,98.8,2.8,29.5,2.5,1,10,2022-08-15T06:16:13,2022-08-15T19:01:52,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-16,78.5,64.7,71.2,78.5,64.7,71.2,68.8,92.5,0.165,100,8.33,rain,0,0,28.2,15,243,1006.4,97.9,3.1,13.2,1.1,1,10,2022-08-16T06:16:28,2022-08-16T19:01:12,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-17,80.8,69.5,72.2,85,69.5,72.3,69.3,91.1,0.008,100,4.17,rain,0,0,26.2,10.5,241.2,1007.6,95.6,3.2,32,2.7,1,10,2022-08-17T06:16:43,2022-08-17T19:00:32,0.67,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-18,80.3,69.7,73.2,83.7,69.7,73.4,69.6,88.8,0.004,100,4.17,rain,0,0,22.8,13.2,245.5,1007.9,77.1,6.8,184.3,15.7,7,10,2022-08-18T06:16:57,2022-08-18T18:59:52,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-19,80.7,67.9,72.5,84.8,67.9,72.7,69.3,89.9,0.122,100,8.33,rain,0,0,24.2,11.6,249.2,1008.3,84.5,6.6,119.9,10.1,6,10,2022-08-19T06:17:12,2022-08-19T18:59:10,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-20,80.8,69.9,73.3,84.4,69.9,73.4,69.7,88.9,0.004,100,4.17,rain,0,0,21.5,13.4,254.8,1007.9,89.3,4.9,188.4,16.2,8,10,2022-08-20T06:17:26,2022-08-20T18:58:28,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-21,81.2,69.9,74,84.7,69.9,74.1,68.9,84.8,0.008,100,4.17,rain,0,0,23.7,15,263.4,1006.7,93.7,9,237.6,20.6,9,10,2022-08-21T06:17:39,2022-08-21T18:57:45,0.8,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-22,79.9,70.2,73.8,79.9,70.2,73.8,69.4,86.3,0.008,100,4.17,rain,0,0,26.8,16.6,260.4,1005.4,94,9.5,204.3,17.7,7,10,2022-08-22T06:17:53,2022-08-22T18:57:02,0.83,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-23,79,70.2,73.4,79,70.2,73.4,69.8,88.5,0.004,100,4.17,rain,0,0,25.7,14.8,250.5,1005.7,87,6.8,144.3,12.4,6,10,2022-08-23T06:18:06,2022-08-23T18:56:18,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-24,80.3,69.3,73.3,84.2,69.3,73.5,69.3,87.4,0.039,100,4.17,rain,0,0,21.3,13,248.9,1008.6,84.6,9.7,183.2,15.9,7,10,2022-08-24T06:18:19,2022-08-24T18:55:33,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-25,82.1,68.4,73.9,86.4,68.4,74.3,68.8,84.7,0.04,100,16.67,rain,0,0,14.5,13,251.5,1008.3,81,9.2,243,20.9,9,10,2022-08-25T06:18:31,2022-08-25T18:54:48,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-26,85.7,67,74.3,88.2,67,74.9,67.5,80.5,0.028,100,16.67,rain,0,0,10.7,9.4,264.6,1008.1,47.8,10.7,260,22.5,9,10,2022-08-26T06:18:44,2022-08-26T18:54:02,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-27,83,68.1,74.3,86.8,68.1,74.8,67.4,80.2,0.012,100,12.5,rain,0,0,12.5,11.6,271.7,1008.4,84,11.1,219.7,18.9,7,10,2022-08-27T06:18:56,2022-08-27T18:53:15,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-28,84.3,66.8,74,87,66.8,74.5,66.4,78.4,0.004,100,4.17,rain,0,0,10.3,8.9,270.8,1008.2,59.7,11.5,216.3,18.6,9,10,2022-08-28T06:19:08,2022-08-28T18:52:28,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-29,84.8,67.6,74.8,88.4,67.6,75.5,67.3,78.5,0,0,0,rain,0,0,9.2,9.4,288.6,1009,83,11.5,213.9,18.4,9,10,2022-08-29T06:19:20,2022-08-29T18:51:41,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-08-30,89.6,69.9,76.4,96.6,69.9,77.7,70,81.8,0.276,100,4.17,rain,0,0,6.5,5.8,311.6,1009.1,82.2,9.2,244.6,21,8,30,2022-08-30T06:19:31,2022-08-30T18:50:53,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-08-31,91.1,70.4,77.8,98.4,70.4,79.3,71.1,81.7,0.354,100,8.33,rain,0,0,8.1,5.6,189.3,1007.8,79.8,10,234.6,20.5,9,60,2022-08-31T06:19:42,2022-08-31T18:50:05,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-09-01,89.7,69,75.9,93.6,69,76.7,69.5,82,0.315,100,4.17,rain,0,0,10.5,6,276.4,1007.7,76.9,10,184.8,15.9,8,30,2022-09-01T06:19:53,2022-09-01T18:49:16,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-09-02,88,71.9,78.7,97.6,71.9,80.6,70.6,77.6,0.012,100,8.33,rain,0,0,9.4,7.2,124.5,1008,64.5,11.2,243.2,21.1,9,30,2022-09-02T06:20:04,2022-09-02T18:48:27,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-09-03,91.1,72.6,78.5,100.2,72.6,80.6,71.3,79.7,0.354,100,4.17,rain,0,0,8.9,7.4,240.8,1008,29.2,10.8,221.4,19.2,9,60,2022-09-03T06:20:15,2022-09-03T18:47:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-09-04,88.9,70.8,77,96.5,70.8,78.5,71.4,84.1,0.024,100,8.33,rain,0,0,8.9,8.3,263.5,1008.3,90,9.1,208.8,18,9,30,2022-09-04T06:20:26,2022-09-04T18:46:47,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-09-05,87.9,71.7,76.6,95.2,71.7,77.6,71.2,84,0.099,100,25,rain,0,0,9.6,8.3,267.1,1008.4,90.6,11.1,193.3,16.7,9,30,2022-09-05T06:20:36,2022-09-05T18:45:57,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-09-06,88,71.3,76.4,93.2,71.3,77.4,71.1,84.7,0.709,100,8.33,rain,0,0,7.4,6.7,281.8,1007.6,74.6,7.8,261.9,22.4,9,30,2022-09-06T06:20:46,2022-09-06T18:45:07,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-09-07,82.6,71.1,75.8,89.1,71.1,76.8,71.1,86.1,1.692,100,12.5,rain,0,0,7.6,6,358.6,1007.3,83.2,7,254.7,22,9,30,2022-09-07T06:20:57,2022-09-07T18:44:16,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-09-08,86.1,70.8,75.3,93.8,70.8,76.1,71.3,88,0.177,100,8.33,rain,0,0,7.2,5.1,294.7,1006.7,92.3,8.7,116.5,10,5,30,2022-09-08T06:21:07,2022-09-08T18:43:25,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-09-09,87.8,71.3,76.8,94.5,71.3,78.2,71.6,84.8,0.553,100,41.67,rain,0,0,10.1,6.7,122.6,1005.4,90,7.7,188.3,16.2,8,30,2022-09-09T06:21:17,2022-09-09T18:42:33,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-09-10,86.1,72.1,77.5,93.8,72.1,79,71.6,83.1,0.004,100,4.17,rain,0,0,6.3,5.1,99.7,1005.2,91,10.2,163,14,8,30,2022-09-10T06:21:27,2022-09-10T18:41:42,0.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-09-11,89.6,71.7,76.4,96.6,71.7,77.7,71.3,85.3,1.496,100,8.33,rain,0,0,5.8,6,256.6,1003.4,92,8,249.3,21.5,9,30,2022-09-11T06:21:36,2022-09-11T18:40:50,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
