name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
pune,2021-09-16,82.6,70.6,74.8,85.9,70.6,75,70.3,87,0.024,100,25,rain,,,,15.4,245.9,1005.8,49.3,4.4,279,24,9,,2021-09-16T06:22:27,2021-09-16T18:36:15,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-17,81.7,69.2,74,84.9,69.2,74.2,69.6,87.1,0.016,100,16.67,rain,,,,12.8,253.4,1006.4,64.2,4.4,279.8,24.2,9,,2021-09-17T06:22:37,2021-09-17T18:35:23,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-18,83,67.9,74.1,86.2,67.9,74.8,69.9,87.5,0.028,100,29.17,rain,,,,13,250.6,1007.7,83.6,4.4,280.1,24.2,9,,2021-09-18T06:22:46,2021-09-18T18:34:30,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-19,84.8,69.2,75,90.8,69.2,76,71,88.2,0.168,100,58.33,rain,,,,11,246.7,1009.4,78.6,4.4,279.1,24.1,9,,2021-09-19T06:22:56,2021-09-19T18:33:37,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-20,83.5,70.2,75.5,88.2,70.2,76.5,71.6,88.3,0.216,100,66.67,rain,,,,12.5,275.9,1008.5,65.4,4.4,251.5,21.8,9,,2021-09-20T06:23:06,2021-09-20T18:32:45,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-21,79.6,71.7,74.6,79.6,71.7,74.6,71.7,90.9,0.028,100,4.17,rain,,,,14.1,282.3,1007.5,78.3,4.4,177.9,15.3,6,,2021-09-21T06:23:16,2021-09-21T18:31:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-22,80.5,71.1,74.6,85.1,71.1,74.9,71.7,91,0.118,100,4.17,rain,,,,15.7,287,1005.8,85,4.4,242.8,20.9,8,,2021-09-22T06:23:26,2021-09-22T18:31:00,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-23,81.1,70.2,74.8,85.9,70.2,75.1,71.3,89.4,0.004,100,4.17,rain,,,,13.9,275.9,1006.1,67.5,4.4,238.1,20.6,8,,2021-09-23T06:23:36,2021-09-23T18:30:07,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-24,82.5,69,74.6,86,69,75.1,70.3,87.2,0.008,100,4.17,rain,,,,7.4,276,1006.9,70.9,4.4,208.7,18.1,7,,2021-09-24T06:23:46,2021-09-24T18:29:15,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-25,84.8,69.2,74.7,89.2,69.2,75.2,70.2,86.9,0.06,100,37.5,rain,,,,9.8,276.5,1006.8,79.2,4.4,239.2,20.6,9,,2021-09-25T06:23:57,2021-09-25T18:28:23,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-26,82.5,69,74.6,86.9,69,75.2,70.4,87.7,0.024,100,4.17,rain,,,,8.7,289.5,1005.5,88,4.4,231.7,20.1,9,,2021-09-26T06:24:07,2021-09-26T18:27:31,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-27,82.5,70.1,73.7,87.3,70.1,73.9,70.5,90.1,0.008,100,4.17,rain,,,,10.5,278.8,1003.8,92.1,4.4,135.3,11.7,5,,2021-09-27T06:24:18,2021-09-27T18:26:39,0.7,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-28,80.7,69.3,72.5,84.5,69.3,72.7,69.6,91.1,0.02,100,4.17,rain,,,,14.8,243.7,1003.4,90.5,3,125.5,11,4,,2021-09-28T06:24:29,2021-09-28T18:25:48,0.74,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-29,83.5,69.2,74.2,88,69.2,74.4,70.6,89.1,0.012,100,4.17,rain,,,,15.9,223.7,1005.1,82.3,3.4,270.8,23.4,9,,2021-09-29T06:24:40,2021-09-29T18:24:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-09-30,84.4,70.4,75.7,88.9,70.4,77,71.7,88.3,0.02,100,4.17,rain,,,,10.1,219.1,1008.3,84.1,4.4,269.3,23.4,9,,2021-09-30T06:24:52,2021-09-30T18:24:06,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-01,88,69.2,76.5,93.2,69.2,78.3,71.4,85.5,0.135,100,33.33,rain,,,,8.1,260.2,1008.4,59.9,4.4,247.9,21.5,9,,2021-10-01T06:25:03,2021-10-01T18:23:15,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-02,87.1,72.2,77.3,93.1,72.2,79,72.8,87,0.709,100,8.33,rain,,,,8.3,20.4,1008.2,79.3,4.4,150.8,13.1,7,,2021-10-02T06:25:15,2021-10-02T18:22:25,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-03,85.7,70.6,77,94.9,70.6,79.1,73.1,88.6,0.748,100,4.17,rain,,,,8.7,40.2,1008,80.5,4.4,193,16.6,7,,2021-10-03T06:25:27,2021-10-03T18:21:35,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-04,90.7,71,77.8,96.4,71,80.3,73.1,87,1.181,100,8.33,rain,,,,5.8,42.2,1007.3,78.3,4.4,167.9,14.5,6,,2021-10-04T06:25:40,2021-10-04T18:20:45,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-05,89.3,71.7,78.1,96.3,71.7,79.9,73.1,85.9,0.004,100,4.17,rain,,,,8.3,62.1,1007.6,72.9,4.4,156.8,13.5,6,,2021-10-05T06:25:52,2021-10-05T18:19:56,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-06,89.3,69.9,76.8,96.6,69.9,78.2,71.7,85.6,0.591,100,4.17,rain,,,,4.3,79.5,1007,63.3,3.9,196.1,16.9,7,,2021-10-06T06:26:05,2021-10-06T18:19:07,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-07,87.5,70.4,77.9,94.3,70.4,80.4,72.8,85.5,0.004,100,4.17,rain,,,,11,111.1,1005.9,82.1,3.9,224.4,19.4,8,,2021-10-07T06:26:19,2021-10-07T18:18:18,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-08,89.6,72.8,76.6,96.6,72.8,77.5,73.4,90.7,0.116,100,66.67,rain,,,,9.2,235,1007.1,93.6,3.9,142,12.3,6,,2021-10-08T06:26:32,2021-10-08T18:17:30,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-09,84.4,71,75.7,90.8,71,77.1,72.2,89.7,2.165,100,8.33,rain,,,,7.8,248.9,1008.3,80.1,3.7,224,19.3,8,,2021-10-09T06:26:47,2021-10-09T18:16:43,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-10,83.5,68.6,75.3,89,68.6,76.5,71.4,88.3,0.008,100,4.17,rain,,,,3.6,264.9,1008.8,70.2,4.4,184.4,15.9,7,,2021-10-10T06:27:01,2021-10-10T18:15:56,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-11,88.4,71,76.8,92.6,71,78.3,71.6,85.3,0.08,100,66.67,rain,,,,4.3,315.2,1006.6,48.7,4.4,196.7,17,7,,2021-10-11T06:27:16,2021-10-11T18:15:10,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-12,89.7,70.4,77.2,91.2,70.4,78.8,71.2,83.6,0.052,100,54.17,rain,,,,6.3,92.7,1006.2,51,4.4,228.2,19.7,8,,2021-10-12T06:27:31,2021-10-12T18:14:24,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-13,89.8,67.6,76.5,91.4,67.6,77.4,68.9,79.8,0,0,0,,,,,8.5,65.7,1006.3,63.6,3.9,264.6,22.8,9,,2021-10-13T06:27:47,2021-10-13T18:13:39,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-14,89.8,65.9,75,91.3,65.9,75.9,67.7,80.3,0.012,100,12.5,rain,,,,9.2,62.9,1006.1,81.7,3.9,197.1,17,8,,2021-10-14T06:28:03,2021-10-14T18:12:54,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-10-15,89.7,68.1,76.3,91.5,68.1,77.4,68.5,79.2,0,0,0,,,,,9.4,43.2,1004,77.9,3.9,254.4,22.1,9,,2021-10-15T06:28:19,2021-10-15T18:12:10,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-16,89.3,65.7,75.7,89,65.7,76.2,66.9,77.2,0,0,0,,,,,5.8,17.8,1003.2,60.3,3.9,265.8,23,9,,2021-10-16T06:28:36,2021-10-16T18:11:27,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-17,86.2,68.3,75.2,90.4,68.3,76.2,69.1,82.5,0,0,0,,,,,11.9,277.3,1004.1,69.9,4.4,200.4,17.3,8,,2021-10-17T06:28:54,2021-10-17T18:10:44,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-18,85.7,68.1,74.3,88.4,68.1,74.9,68.5,83.7,0,0,0,,,,,10.1,271.5,1007.1,51.3,4.4,256.7,22.1,9,,2021-10-18T06:29:12,2021-10-18T18:10:03,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-19,84.4,65.7,73.1,85.7,65.7,73.5,66.6,82.1,0,0,0,,,,,6.5,303.3,1010.1,57.7,4.4,261.3,22.6,9,,2021-10-19T06:29:30,2021-10-19T18:09:22,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-20,88.4,64.7,74.1,88.4,64.7,74.6,66.5,80.4,0,0,0,,,,,4.9,357.7,1012.5,42.5,3.9,254.3,22.1,9,,2021-10-20T06:29:49,2021-10-20T18:08:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-21,88,62.9,73.9,90.3,62.9,74.3,64.5,75.9,0,0,0,,,,,8.7,58.9,1013,55.3,3.9,259.4,22.4,9,,2021-10-21T06:30:08,2021-10-21T18:08:02,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-22,88.8,63.2,73.2,87.7,63.2,73.6,63.9,75.7,0,0,0,,,,,7.8,106.4,1013.2,60.9,3.9,261.3,22.6,9,,2021-10-22T06:30:28,2021-10-22T18:07:23,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-23,89.3,61.4,72.7,88.1,61.4,73.1,63.7,76.6,0,0,0,,,,,7.2,310.3,1013.1,49.9,3.9,260.3,22.6,9,,2021-10-23T06:30:49,2021-10-23T18:06:46,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-24,85.7,60.9,71.3,85.9,60.9,71.7,64.3,81.4,0,0,0,,,,,6.9,353.6,1013.2,49.6,3.9,241.2,20.7,9,,2021-10-24T06:31:10,2021-10-24T18:06:09,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-25,86.1,61.8,71.9,87.4,61.8,72.3,64.3,79.8,0,0,0,,,,,8.5,24.4,1012.5,43,3.9,258.8,22.5,9,,2021-10-25T06:31:31,2021-10-25T18:05:33,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-26,87.9,60.2,71.8,86.7,60.2,72,62.5,75.7,0,0,0,,,,,8.7,48,1011.3,64,3.9,257,22.3,9,,2021-10-26T06:31:53,2021-10-26T18:04:58,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-27,86.2,60.3,70.7,84.4,60.3,70.6,59.9,72.3,0,0,0,,,,,12.1,72.4,1012.3,42.1,3.9,259.2,22.2,9,,2021-10-27T06:32:16,2021-10-27T18:04:23,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-28,85.3,60.3,70.3,84.6,60.3,70.3,61.2,75.6,0,0,0,,,,,13.4,70.3,1012.8,37.4,3.9,249.2,21.4,9,,2021-10-28T06:32:39,2021-10-28T18:03:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-29,86.6,60.9,71.2,85.7,60.9,71.5,61.6,74.8,0,0,0,,,,,13.9,64.5,1014,77.7,4.4,245.1,21.2,9,,2021-10-29T06:33:03,2021-10-29T18:03:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-30,85.7,59.1,72.7,87.8,59.1,73.3,63.4,75.1,0,0,0,,,,,13.9,67.3,1014.4,50.8,4.4,235.8,20.3,8,,2021-10-30T06:33:27,2021-10-30T18:02:47,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-10-31,88.4,62.3,73.6,89.5,62.3,74.3,65.2,77.2,0,0,0,,,,,11,64.5,1013,31.6,3.9,238.5,20.5,8,,2021-10-31T06:33:52,2021-10-31T18:02:17,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-01,89.7,65,74.4,91.7,65,75.1,66.5,78.7,0,0,0,,,,,10.1,70.2,1011.3,73.4,3.9,200.1,17.3,7,,2021-11-01T06:34:17,2021-11-01T18:01:48,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-02,86.2,64.1,73.1,87.1,64.1,73.6,65.7,79.3,0,0,0,,,,,10.5,89,1011.2,80.2,3.9,148.6,12.9,6,,2021-11-02T06:34:43,2021-11-02T18:01:20,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-03,84.8,64.5,73.4,87.3,64.5,73.7,67.1,82.1,0,0,0,,,,,13,85,1011.6,77.4,3.4,152.3,13.2,6,,2021-11-03T06:35:10,2021-11-03T18:00:53,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-04,87.1,67,75.7,90.2,67,76.7,68.8,80.8,0.157,100,8.33,rain,,,,9.6,87.5,1010.5,81.5,3.4,211.9,18.4,8,,2021-11-04T06:35:37,2021-11-04T18:00:27,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-05,87.5,69.5,74.2,91.5,69.5,74.7,69.8,87.3,0.156,100,50,rain,,,,11.6,91.3,1009.9,83.6,3.9,107.1,9.3,5,,2021-11-05T06:36:04,2021-11-05T18:00:02,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-06,87.5,67.4,74.7,89.2,67.4,75.2,68,81.2,0.079,100,4.17,rain,,,,10.7,75.4,1009.1,82.6,3.9,135.1,11.7,5,,2021-11-06T06:36:32,2021-11-06T17:59:39,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-07,83.5,66.1,73,84.7,66.1,73.2,66.5,81.6,0.056,100,25,rain,,,,10.1,95,1010.6,75.2,3.9,119.9,10.4,4,,2021-11-07T06:37:01,2021-11-07T17:59:16,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-08,86.1,61.8,70.8,84.2,61.8,70.7,60.5,73,0,0,0,,,,,12.1,78.1,1011.7,43.2,3.9,229.4,19.8,8,,2021-11-08T06:37:30,2021-11-08T17:58:55,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-09,86.1,56.6,68.2,84.5,56.6,68,56.6,70.4,0,0,0,,,,,13,78.8,1012.5,33.4,3.9,241.7,21,9,,2021-11-09T06:38:00,2021-11-09T17:58:35,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-10,85.3,55.1,67.4,83.1,55.1,67.3,54.5,67.6,0,0,0,,,,,11.4,77.2,1012.3,59.9,3.9,240.2,20.7,8,,2021-11-10T06:38:30,2021-11-10T17:58:16,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-11,86.6,52.4,66.6,83.5,52.4,66.4,54.5,69.3,0,0,0,,,,,13.4,71.9,1010.9,72.6,3.9,182.3,15.7,7,,2021-11-11T06:39:01,2021-11-11T17:57:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-12,86.2,54.8,70.1,84.5,54.8,70.2,59.1,71.1,0,0,0,,,,,13.4,71.3,1010.2,66.6,3.9,227.2,19.7,8,,2021-11-12T06:39:32,2021-11-12T17:57:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-13,87.5,62.7,74.8,90.4,62.7,75.9,67.4,79.5,0,0,0,,,,,12.5,61.1,1009.5,67.7,3.4,221.8,19.1,8,,2021-11-13T06:40:04,2021-11-13T17:57:27,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-14,87.5,69,76.4,92.4,69,77.8,69.9,81.7,0.012,100,12.5,rain,,,,10.5,58.3,1008.4,75.9,3.4,202,17.3,8,,2021-11-14T06:40:37,2021-11-14T17:57:14,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-15,87.9,69.7,76.8,91.6,69.7,78.3,71.1,83.8,0.024,100,25,rain,,,,8.3,79.7,1007.3,73.9,3.9,171,14.6,7,,2021-11-15T06:41:09,2021-11-15T17:57:01,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-16,87.8,71.3,76.7,93,71.3,78.2,71.2,84.1,0.276,100,4.17,rain,,,,10.7,92.6,1006.9,86.5,3.4,118.7,10.1,5,,2021-11-16T06:41:42,2021-11-16T17:56:50,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-17,82.5,71.3,75.4,86,71.3,76.1,71.7,88.8,0.14,100,54.17,rain,,,,13.9,106.1,1008.5,80.9,4.4,103.5,8.7,4,,2021-11-17T06:42:16,2021-11-17T17:56:40,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-18,86.6,69.3,76,90.7,69.3,77,69.5,81.9,0.188,100,66.67,rain,,,,9.8,131.9,1007.4,62,3.9,223.2,19.1,8,,2021-11-18T06:42:50,2021-11-18T17:56:31,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-19,85.7,67.9,75.7,88.2,67.9,76.8,69.4,82.3,0.044,100,33.33,rain,,,,9.4,104.7,1006.1,75.3,3.4,200.1,17.3,7,,2021-11-19T06:43:24,2021-11-19T17:56:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-20,83,68.6,75.6,87.9,68.6,76.9,70.5,85.2,0.039,100,4.17,rain,,,,12.1,89.4,1005.8,87.2,3.9,181.5,15.6,7,,2021-11-20T06:43:59,2021-11-20T17:56:17,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-21,84.5,69.7,75.8,89.5,69.7,77,71.1,86.4,0.031,100,4.17,rain,,,,13,103.9,1008.4,85.6,3.9,224.8,19.4,8,,2021-11-21T06:44:34,2021-11-21T17:56:12,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-22,86.1,70.2,76.3,90.2,70.2,77.5,71,85,0.02,100,8.33,rain,,,,6,223.4,1010.6,50.3,4.4,206.2,17.9,7,,2021-11-22T06:45:09,2021-11-22T17:56:09,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-11-23,89.8,70.1,77.3,96.5,70.1,79,71.4,84.1,0,0,0,,,,,5.1,353.7,1010,62.9,3.9,196.2,17,7,,2021-11-23T06:45:45,2021-11-23T17:56:06,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-24,89.7,69.9,77,93.1,69.9,78.3,70.3,81.5,0,0,0,,,,,13.6,63.5,1010.4,80.8,3.4,197.3,17,7,,2021-11-24T06:46:21,2021-11-24T17:56:05,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-25,89.3,66.6,74.1,91,66.6,74.9,67.1,80.6,0,0,0,,,,,9.6,76,1011.6,70.5,3.9,153.7,13.2,6,,2021-11-25T06:46:57,2021-11-25T17:56:06,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-26,87.9,62.7,72.6,88.3,62.7,73.1,64.4,77.9,0,0,0,,,,,10.5,77.5,1012.2,38.7,3.4,222.1,19.1,8,,2021-11-26T06:47:33,2021-11-26T17:56:07,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-27,87.1,60.2,71,85.6,60.2,71,60.9,73.8,0,0,0,,,,,10.7,80.9,1012.6,58.2,3.7,224,19.3,8,,2021-11-27T06:48:10,2021-11-27T17:56:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-28,83.5,59.1,67.9,82.4,59.1,67.8,57.6,73.1,0,0,0,,,,,11,82,1013.7,63.2,3.4,183,15.8,7,,2021-11-28T06:48:46,2021-11-28T17:56:14,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-29,80.7,56,68.4,81.8,56,68.4,59.9,75.6,0,0,0,,,,,15,82.3,1014.3,68.5,3.4,183.3,15.8,6,,2021-11-29T06:49:23,2021-11-29T17:56:20,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2021-11-30,78.9,64.1,70.5,78.9,64.1,70.5,64.6,82.5,0.008,100,8.33,rain,,,,13,85.2,1013.3,84.3,2.5,83.2,7.1,3,,2021-11-30T06:50:00,2021-11-30T17:56:26,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-12-01,71.7,62,66.6,71.7,62,66.6,64.4,92.8,2.362,100,20.83,rain,,,,11,81.6,1013.3,92,2.5,70.1,6.1,3,,2021-12-01T06:50:37,2021-12-01T17:56:34,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-12-02,76.7,60.9,66.8,76.7,60.9,66.8,64.3,92.2,0.634,100,12.5,rain,,,,14.8,73.4,1012.5,87.6,2.5,142.4,12.2,6,,2021-12-02T06:51:14,2021-12-02T17:56:44,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-12-03,80.7,63.8,70.7,83.8,63.8,71,67.7,91,0.315,100,8.33,rain,,,,5.8,20.9,1012.2,59.9,2.8,197.1,17,8,,2021-12-03T06:51:51,2021-12-03T17:56:54,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-12-04,80.3,63.8,70.2,82.9,63.8,70.3,66.8,89.6,0.016,100,4.17,rain,,,,7.4,24.4,1013.4,50.3,2,210.8,18.2,8,,2021-12-04T06:52:28,2021-12-04T17:57:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2021-12-05,80.3,60.9,68.6,82.1,60.9,68.7,63.3,84.8,0,0,0,,,,,5.6,261.5,1013.4,28.3,3.4,227.8,19.7,8,,2021-12-05T06:53:04,2021-12-05T17:57:19,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
