Date,Time,SM_4,SM_INI,ST_4,temp,humidity,precip,windspeed,cloudcover,conditions
01-01-2022,00:00,35.9,35.9,15.5,21.6,84.5,0,22.3,100,Overcast
01-01-2022,01:00,36,35.9,15.6,21.6,84.97,0,27.7,91.7,Overcast
01-01-2022,02:00,36,35.9,15.6,21.2,86.87,0,22.8,62.7,Partially cloudy
01-01-2022,03:00,35.8,35.9,15.7,21.2,86.66,0,22.8,91.7,Overcast
01-01-2022,04:00,35.9,36,15.7,21.6,84.5,0,19.8,100,Overcast
01-01-2022,05:00,35.9,36,15.8,21.2,86.73,0,13.5,91.7,Overcast
01-01-2022,06:00,35.9,35.8,15.8,21.1,86.93,0.063,16.2,62.7,"Rain, Partially cloudy"
01-01-2022,07:00,36,35.9,15.8,20.6,87.58,0,17,62.7,Partially cloudy
01-01-2022,08:00,35.8,35.9,15.9,21.5,85.16,0,19.1,91.7,Overcast
01-01-2022,09:00,35.8,35.9,15.9,22.1,81.77,0,27.8,91.7,Overcast
01-01-2022,10:00,35.7,36,15.9,23.4,75.86,0,31.5,91.7,Overcast
01-01-2022,11:00,35.5,35.8,15.9,24.4,69.01,0,39.5,91.7,Overcast
01-01-2022,12:00,35.4,35.8,16,24.2,70.84,0,32.1,91.7,Overcast
01-01-2022,13:00,35.5,35.7,16.1,25.1,64.21,0,33.1,79,Partially cloudy
01-01-2022,14:00,35.4,35.5,16.3,26.1,60.56,0,39.5,79,Partially cloudy
01-01-2022,15:00,35.5,35.4,16.4,24.1,69.08,0,29.7,97.2,Overcast
01-01-2022,16:00,35.4,35.5,16.5,24.1,70.3,0,25.9,88.9,Partially cloudy
01-01-2022,17:00,35.4,35.4,16.6,23.9,70.94,0,26.8,91.7,Overcast
01-01-2022,18:00,35.4,35.5,16.6,23.9,70.78,0,40.2,100,Overcast
01-01-2022,19:00,42.2,35.4,17,18.5,87.37,1.553,13,100,"Rain, Overcast"
01-01-2022,20:00,44,35.4,16.9,14.4,96.81,32.5,24.1,100,"Rain, Overcast"
01-01-2022,21:00,42.1,35.4,16.6,14.9,98.37,11.714,11.6,100,"Rain, Overcast"
01-01-2022,22:00,43.8,42.2,16.4,14.3,96.89,7.173,21.4,100,"Rain, Overcast"
01-01-2022,23:00,41.1,44,16.1,14.4,98.94,3.657,8.4,100,"Rain, Overcast"
02-01-2022,00:00,40.5,42.1,16,14.3,100,4.565,7,100,"Rain, Overcast"
02-01-2022,01:00,39.7,43.8,16,14.4,99.67,0,8.4,100,Overcast
02-01-2022,02:00,39.4,41.1,15.9,14.4,99.51,0,9.4,100,Overcast
02-01-2022,03:00,39.1,40.5,15.8,14.4,99.51,0.127,11.2,100,"Rain, Overcast"
02-01-2022,04:00,38.8,39.7,15.8,14.4,99.42,0,4,100,Overcast
02-01-2022,05:00,38.6,39.4,15.7,14.4,99.42,0,9.8,100,Overcast
02-01-2022,06:00,38.4,39.1,15.7,14.3,99.1,0,6.4,100,Overcast
02-01-2022,07:00,38.3,38.8,15.6,14.4,98.37,0,9.8,100,Overcast
02-01-2022,08:00,38.2,38.6,15.6,13.9,99.42,0,8.9,100,Overcast
02-01-2022,09:00,38,38.4,15.5,14.1,98.36,0,10.2,100,Overcast
02-01-2022,10:00,38,38.3,15.5,12.7,95.28,0,18,100,Overcast
02-01-2022,11:00,37.7,38.2,15.5,11.7,94.13,0,22.2,100,Overcast
02-01-2022,12:00,37.6,38,15.5,11,93.87,0,16.6,100,Overcast
02-01-2022,13:00,37.5,38,15.4,10,92.5,0,19.4,100,Overcast
02-01-2022,14:00,37.3,37.7,15.4,9.3,92.99,0,18.5,100,Overcast
02-01-2022,15:00,37.5,37.6,15.3,9.1,90.33,0,20,100,Overcast
02-01-2022,16:00,37.2,37.5,15.2,8.1,92.15,0.477,18.9,100,"Rain, Overcast"
02-01-2022,17:00,37.2,37.3,15.1,7.6,92.44,0.569,17.6,100,"Rain, Overcast"
02-01-2022,18:00,37.1,37.5,14.9,6.2,95.14,0.215,25.2,100,"Rain, Overcast"
02-01-2022,19:00,37.3,37.2,14.8,5.2,92.67,0.924,25,100,"Rain, Overcast"
02-01-2022,20:00,38.1,37.2,14.6,3.4,97.67,1.498,22.6,100,"Rain, Overcast"
02-01-2022,21:00,39.9,37.1,14.3,0.5,97.8,3.051,21.1,100,"Snow, Rain, Overcast"
02-01-2022,22:00,39.7,37.3,14,0.1,98.28,0.712,14.2,100,"Snow, Rain, Overcast"
02-01-2022,23:00,39.5,38.1,13.8,-0.2,99.15,1.125,23,100,"Snow, Rain, Overcast"
03-01-2022,00:00,39.2,39.9,13.6,-0.4,99.42,1.35,21.6,100,"Snow, Rain, Overcast"
03-01-2022,01:00,39.1,39.7,13.4,-0.3,94.83,0.124,23.7,100,"Snow, Rain, Overcast"
03-01-2022,02:00,38.9,39.5,13.2,-0.2,94.38,0.046,23.3,100,"Snow, Rain, Overcast"
03-01-2022,03:00,38.9,39.2,13.1,-0.5,91.36,0,22.1,100,Overcast
03-01-2022,04:00,38.8,39.1,12.9,-0.7,94.43,0,26.8,100,Overcast
03-01-2022,05:00,38.9,38.9,12.8,-0.8,93.99,0,28.5,100,Overcast
03-01-2022,06:00,38.8,38.9,12.7,-1.1,92.99,0,27.5,100,Overcast
03-01-2022,07:00,38.8,38.8,12.5,-1.2,91.53,0,21.5,100,Overcast
03-01-2022,08:00,38.8,38.9,12.4,-1.2,90.07,0,19.2,100,Overcast
03-01-2022,09:00,38.8,38.8,12.3,-1.5,86.41,0,19.6,100,Overcast
03-01-2022,10:00,38.8,38.8,12.2,-1.3,86.43,0,16.2,100,Overcast
03-01-2022,11:00,38.6,38.8,12.1,-1.3,82.42,0,18.4,95.8,Overcast
03-01-2022,12:00,38.6,38.8,12,-0.8,79.67,0.494,18.5,85.8,"Snow, Rain, Partially cloudy"
03-01-2022,13:00,38.6,38.8,11.9,-0.5,78.33,0.185,15.2,100,"Snow, Rain, Overcast"
03-01-2022,14:00,38.6,38.6,11.8,0,75.39,0.185,13.1,96.8,"Snow, Rain, Overcast"
03-01-2022,15:00,38.6,38.6,11.7,-0.1,76.98,0.494,10.4,100,"Snow, Rain, Overcast"
03-01-2022,16:00,38.5,38.6,11.6,-0.5,78.44,0.185,10,100,"Snow, Rain, Overcast"
03-01-2022,17:00,38.5,38.6,11.5,-0.8,79.66,0.185,11,100,"Snow, Rain, Overcast"
03-01-2022,18:00,38.3,38.6,11.4,-1,80.74,0,13.7,100,Overcast
03-01-2022,19:00,38.5,38.5,11.4,-1.1,81.32,0,12.1,100,Overcast
03-01-2022,20:00,38.3,38.5,11.3,-1.2,83.44,0,11.3,100,Overcast
03-01-2022,21:00,38.4,38.3,11.2,-1.8,85.66,0,7.2,94.9,Overcast
03-01-2022,22:00,38.4,38.5,11.2,-2.8,91.88,0,1.5,7.8,Clear
03-01-2022,23:00,38.4,38.3,11.1,-3.4,94.97,0,2.2,4.9,Clear
04-01-2022,00:00,38.4,38.4,11,-3.9,95.39,0,5.5,0,Clear
04-01-2022,01:00,38.4,38.4,10.9,-3.8,95.72,0,0.7,0,Clear
04-01-2022,02:00,38.4,38.4,10.9,-4.3,96.63,0,1.5,0,Clear
04-01-2022,03:00,38.4,38.4,10.8,-4.2,96.52,0,1.5,0,Clear
04-01-2022,04:00,38.3,38.4,10.7,-4,95.13,0,0,95.8,Overcast
04-01-2022,05:00,38.2,38.4,10.7,-3.7,96.58,0,3,31.5,Partially cloudy
04-01-2022,06:00,38.2,38.4,10.6,-4.4,98.06,0,3,8.6,Clear
04-01-2022,07:00,38,38.3,10.6,-4.2,96.32,0,2.4,50.3,Partially cloudy
04-01-2022,08:00,38,38.2,10.5,-3.1,97.09,0,0,8.6,Clear
04-01-2022,09:00,38,38.2,10.4,-1.2,96,0,2.8,8.2,Clear
04-01-2022,10:00,37.9,38,10.4,1.2,87.79,0,7.6,0,Clear
04-01-2022,11:00,37.9,38,10.3,3,83.01,0,15.6,0,Clear
04-01-2022,12:00,37.7,38,10.3,5.1,78.15,0,15.3,7.8,Clear
04-01-2022,13:00,37.7,37.9,10.2,7,73.41,0,17.6,24,Partially cloudy
04-01-2022,14:00,37.7,37.9,10.2,8.9,69.01,0,21.2,16.4,Clear
04-01-2022,15:00,37.7,37.7,10.1,9.6,66.83,0,22,16.4,Clear
04-01-2022,16:00,38,37.7,10.1,9.5,65.76,0,18.7,12.6,Clear
04-01-2022,17:00,39.1,37.7,9.9,7.6,73.3,0,16.2,0,Clear
04-01-2022,18:00,39.3,37.7,9.7,6.4,79.47,0,15,7.8,Clear
04-01-2022,19:00,39.3,38,9.6,6.4,79.39,0,13.7,14.2,Clear
04-01-2022,20:00,39.4,39.1,9.5,6.9,78.59,0,15.8,61.6,Partially cloudy
04-01-2022,21:00,39.4,39.3,9.4,6.6,81.18,0,16,25.3,Partially cloudy
04-01-2022,22:00,39.6,39.3,9.2,6.2,83.55,0,16.7,25.3,Partially cloudy
04-01-2022,23:00,39.7,39.4,9.1,5.6,86.87,0,12.8,25.3,Partially cloudy
05-01-2022,00:00,39.7,39.4,9,5.3,88.75,0,13.9,14.2,Clear
05-01-2022,01:00,39.7,39.6,8.9,5.6,87.74,0,13,77.9,Partially cloudy
05-01-2022,02:00,39.7,39.7,8.8,4.3,91.11,0,12.2,37,Partially cloudy
05-01-2022,03:00,39.5,39.7,8.7,3.7,93.04,0,10.6,0,Clear
05-01-2022,04:00,39.4,39.7,8.7,3.1,93.39,0,7.6,0,Clear
05-01-2022,05:00,39.1,39.7,8.6,3.3,92.08,0,10.1,55,Partially cloudy
05-01-2022,06:00,38.9,39.5,8.6,4.5,90.96,0,10.5,96.8,Overcast
05-01-2022,07:00,39,39.4,8.6,5,89.21,0,9,98.9,Overcast
05-01-2022,08:00,39.2,39.1,8.6,5.7,87.08,0,11.5,100,Overcast
05-01-2022,09:00,39.4,38.9,8.6,6.2,86.78,0,9.5,100,Overcast
05-01-2022,10:00,39.6,39,8.6,7.4,85.35,0,9.6,100,Overcast
05-01-2022,11:00,39.4,39.2,8.6,8.6,85.14,0,8.5,100,Overcast
05-01-2022,12:00,39.4,39.4,8.6,9.3,83.69,0,12.9,100,Overcast
05-01-2022,13:00,39,39.6,8.8,10.6,73.56,0,11.8,95.8,Overcast
05-01-2022,14:00,38.7,39.4,9,11.9,67.49,0,11.1,29.6,Partially cloudy
05-01-2022,15:00,38.3,39.4,9.2,12.3,64.12,0,6.4,7.8,Clear
05-01-2022,16:00,38,39,9.3,12.2,63.88,0,1.3,7.8,Clear
05-01-2022,17:00,37.9,38.7,9.5,10.5,70.44,0,0,7.8,Clear
05-01-2022,18:00,37.7,38.3,9.5,7.8,85.31,0,0,7.8,Clear
05-01-2022,19:00,37.6,38,9.6,6.1,93.62,0,2.2,38.7,Partially cloudy
05-01-2022,20:00,37.4,37.9,9.5,5.4,95.98,0,1.5,7.8,Clear
05-01-2022,21:00,37.3,37.7,9.4,4.5,97.94,0,2.2,24.8,Partially cloudy
05-01-2022,22:00,37.1,37.6,9.4,3.5,97.8,0,0,24.8,Partially cloudy
05-01-2022,23:00,37.1,37.4,9.3,2.9,98.2,0,0,40.6,Partially cloudy
06-01-2022,00:00,36.9,37.3,9.2,3.4,98.49,0,0,26,Partially cloudy
06-01-2022,01:00,36.9,37.1,9.1,1.8,99.24,0,0,21.6,Partially cloudy
06-01-2022,02:00,36.8,37.1,9,1.9,96.47,0,13.9,4.9,Clear
06-01-2022,03:00,36.7,36.9,8.9,3.3,68.14,0,19.5,0,Clear
06-01-2022,04:00,36.5,36.9,8.8,2.8,70.16,0,6.2,95.1,Overcast
06-01-2022,05:00,36.4,36.8,8.7,3.6,63.85,0,6.5,100,Overcast
06-01-2022,06:00,36.5,36.7,8.6,3.8,63.96,0,10.2,100,Overcast
06-01-2022,07:00,36.4,36.5,8.6,3.8,68.15,0,7,100,Overcast
06-01-2022,08:00,36.3,36.4,8.5,2.7,89.95,1.709,14,100,"Rain, Overcast"
06-01-2022,09:00,40.9,36.5,8.4,1.9,94.59,4.113,12.9,100,"Snow, Rain, Overcast"
06-01-2022,10:00,41.2,36.4,8.2,1.2,98.18,0.877,16,100,"Snow, Rain, Overcast"
06-01-2022,11:00,40.8,36.3,8.1,1.6,97.23,2.532,13.9,100,"Snow, Rain, Overcast"
06-01-2022,12:00,40.2,40.9,8,1.2,97.58,0.673,22.3,100,"Snow, Rain, Overcast"
06-01-2022,13:00,39.6,41.2,8,0.4,97.52,0.085,21.2,100,"Snow, Rain, Overcast"
06-01-2022,14:00,39.2,40.8,8,0.3,94.97,0,20.3,100,Overcast
06-01-2022,15:00,38.9,40.2,7.9,0.3,95.27,0,13.3,100,Overcast
06-01-2022,16:00,38.6,39.6,7.9,0.7,92.8,0,14.9,100,Overcast
06-01-2022,17:00,38.3,39.2,7.9,-0.2,93.08,0,17.2,100,Overcast
06-01-2022,18:00,38,38.9,7.8,-1.2,92.34,0,27.1,100,Overcast
06-01-2022,19:00,37.9,38.6,7.8,-2,86.42,0,19.4,100,Overcast
06-01-2022,20:00,37.6,38.3,7.7,-2.6,82.72,0,17.1,100,Overcast
06-01-2022,21:00,37.5,38,7.6,-3.1,83.59,0,19.7,100,Overcast
06-01-2022,22:00,37.2,37.9,7.5,-3.9,83.5,0,12,79.3,Partially cloudy
06-01-2022,23:00,37.3,37.6,7.4,-4.2,84.81,0,17,96.7,Overcast
07-01-2022,00:00,37,37.5,7.3,-5,81.86,0,18.2,100,Overcast
07-01-2022,01:00,36.9,37.2,7.2,-5.4,81.9,0,16.5,100,Overcast
07-01-2022,02:00,36.8,37.3,7.1,-5.6,80.81,0,18.2,100,Overcast
07-01-2022,03:00,36.8,37,7,-5.7,80.48,0,11.2,100,Overcast
07-01-2022,04:00,36.5,36.9,6.9,-5.6,80.9,0,12.2,100,Overcast
07-01-2022,05:00,36.5,36.8,6.8,-5.7,80.91,0,11.4,100,Overcast
07-01-2022,06:00,36.4,36.8,6.7,-5.8,81.18,0.914,13.9,100,"Snow, Overcast"
07-01-2022,07:00,36.3,36.5,6.6,-6.2,80.38,0,14,100,Overcast
07-01-2022,08:00,36.3,36.5,6.5,-6.4,78.81,0,10.9,95.1,Overcast
07-01-2022,09:00,36.1,36.4,6.4,-6.1,77.61,0,15.6,87.1,Partially cloudy
07-01-2022,10:00,36,36.3,6.4,-4.8,70.05,0,13.5,25.3,Partially cloudy
07-01-2022,11:00,36,36.3,6.3,-3.8,61.29,0,15.9,25.3,Partially cloudy
07-01-2022,12:00,35.9,36.1,6.2,-2.4,59.98,0,11.2,25.3,Partially cloudy
07-01-2022,13:00,35.9,36,6.3,-1.1,55.76,0,9.7,25.3,Partially cloudy
07-01-2022,14:00,35.8,36,6.4,0.3,52.64,0,11.2,25.3,Partially cloudy
07-01-2022,15:00,35.9,35.9,6.5,0.9,49.67,0,8.1,14.2,Clear
07-01-2022,16:00,35.7,35.9,6.5,0.6,52.17,0,7.2,25.3,Partially cloudy
07-01-2022,17:00,35.8,35.8,6.6,-1.3,64.1,0,10.4,25.3,Partially cloudy
07-01-2022,18:00,35.6,35.9,6.6,-2.2,73.95,0,14.4,14.2,Clear
07-01-2022,19:00,35.6,35.7,6.6,-2.6,76.87,0,12.6,14.2,Clear
07-01-2022,20:00,35.5,35.8,6.5,-3.1,76.86,0,10.8,0,Clear
07-01-2022,21:00,35.5,35.6,6.4,-3.4,78.02,0,10.8,0,Clear
07-01-2022,22:00,35.4,35.6,6.4,-3.7,78,0,7.9,0,Clear
07-01-2022,23:00,35.4,35.5,6.3,-3.9,78.91,0,6,0,Clear
08-01-2022,00:00,35.4,35.5,6.2,-4.1,78.71,0,2.2,0,Clear
08-01-2022,01:00,35.3,35.4,6.1,-4.8,84.59,0,6.8,0,Clear
08-01-2022,02:00,35.3,35.4,6,-4.3,82.31,0,2.7,0,Clear
08-01-2022,03:00,35.3,35.4,6,-4,83.19,0,3.7,0,Clear
08-01-2022,04:00,35.4,35.3,5.9,-3.5,80.53,0,4.4,0,Clear
08-01-2022,05:00,35.3,35.3,5.8,-2.9,73.09,0,9.6,0,Clear
08-01-2022,06:00,35.3,35.3,5.7,-2.4,67.76,0,8.6,12.6,Clear
08-01-2022,07:00,35.3,35.4,5.7,-1.4,61.7,0,11.8,47.3,Partially cloudy
08-01-2022,08:00,35.2,35.3,5.6,0.5,58.11,0,16.9,77.9,Partially cloudy
08-01-2022,09:00,35.1,35.3,5.5,2.8,50.25,0,22.6,51,Partially cloudy
08-01-2022,10:00,35.1,35.3,5.5,5.2,46.77,0,20.1,34.5,Partially cloudy
08-01-2022,11:00,35.1,35.2,5.5,7.5,44.02,0,15,69.2,Partially cloudy
08-01-2022,12:00,35.1,35.1,5.6,9.4,39.51,0,24.4,42.3,Partially cloudy
08-01-2022,13:00,35,35.1,5.8,11.1,36.74,0,22.9,12.6,Clear
08-01-2022,14:00,35,35.1,6,12.3,35.35,0,16.1,7.8,Clear
08-01-2022,15:00,35,35.1,6.2,12.5,34.5,0,23.7,24.8,Partially cloudy
08-01-2022,16:00,35,35,6.4,12,36.4,0,18,7.8,Clear
08-01-2022,17:00,35,35,6.5,10.7,40.12,0,13.4,7.8,Clear
08-01-2022,18:00,35,35,6.6,10.1,41.64,0,15.5,7.8,Clear
08-01-2022,19:00,35,35,6.7,10.3,42.03,0,18.6,14.2,Clear
08-01-2022,20:00,35,35,6.7,10.1,42.75,0,23.6,7.8,Clear
08-01-2022,21:00,35,35,6.7,9.6,45,0,21.2,7.8,Clear
08-01-2022,22:00,34.8,35,6.7,9.2,48.33,0,23.9,7.8,Clear
08-01-2022,23:00,34.9,35,6.8,8.8,53.8,0,24.2,31.2,Partially cloudy
09-01-2022,00:00,34.9,35,6.8,8.9,58.66,0,18.1,95.8,Overcast
09-01-2022,01:00,35,34.8,6.8,9.4,63.47,0,20.8,100,Overcast
09-01-2022,02:00,34.8,34.9,6.8,9.9,66.58,0,27.2,100,Overcast
09-01-2022,03:00,34.8,34.9,6.9,9.9,70.93,0,26.4,100,Overcast
09-01-2022,04:00,34.8,35,7,9.6,77.51,0,24.4,100,Overcast
09-01-2022,05:00,34.8,34.8,7,9.4,89.99,0.387,19.9,100,"Rain, Overcast"
09-01-2022,06:00,34.8,34.8,7.1,9.6,94.59,1.196,19.5,100,"Rain, Overcast"
09-01-2022,07:00,34.8,34.8,7.2,10.3,95.5,0,19.3,100,Overcast
09-01-2022,08:00,34.8,34.8,7.3,11,96.6,0.76,22.5,100,"Rain, Overcast"
09-01-2022,09:00,34.9,34.8,7.3,11.4,97.62,0.994,18.3,100,"Rain, Overcast"
09-01-2022,10:00,34.9,34.8,7.5,13.1,97.45,0.105,23.4,100,"Rain, Overcast"
09-01-2022,11:00,34.9,34.8,7.6,14.1,96.19,0.451,26.4,100,"Rain, Overcast"
09-01-2022,12:00,41,34.9,7.8,14.2,98.07,3.025,15.2,100,"Rain, Overcast"
09-01-2022,13:00,40.5,34.9,8,15.1,96.76,0.519,12.7,100,"Rain, Overcast"
09-01-2022,14:00,44.9,34.9,8.3,15.3,98.01,2.957,13.1,100,"Rain, Overcast"
09-01-2022,15:00,41.8,41,8.9,13.9,97.57,0.873,15.6,100,"Rain, Overcast"
09-01-2022,16:00,41.4,40.5,8.9,13,100,2.153,16.8,100,"Rain, Overcast"
09-01-2022,17:00,41,44.9,9,10.5,98.46,0.569,26.6,100,"Rain, Overcast"
09-01-2022,18:00,40.1,41.8,9.1,7.6,94.18,0.195,37.5,100,"Rain, Overcast"
09-01-2022,19:00,39.3,41.4,9.1,5.6,84.48,0,33.5,100,Overcast
09-01-2022,20:00,39,41,9,5.4,81.36,0,26.2,100,Overcast
09-01-2022,21:00,38.8,40.1,8.9,5.3,80.25,0,23.2,87.1,Partially cloudy
09-01-2022,22:00,38.5,39.3,8.8,4.8,78.3,0,18.7,90.3,Overcast
09-01-2022,23:00,38.2,39,8.7,3.9,76.57,0,20.3,71.4,Partially cloudy
10-01-2022,00:00,38,38.8,8.6,3.1,75.32,0,16.4,29.6,Partially cloudy
10-01-2022,01:00,38,38.5,8.5,2.3,76.32,0,24,0,Clear
10-01-2022,02:00,37.8,38.2,8.3,0.8,75.4,0,22.7,0,Clear
10-01-2022,03:00,37.7,38,8.2,0,75.39,0,20.4,0,Clear
10-01-2022,04:00,37.4,38,8,-0.6,69.57,0,21.7,0,Clear
10-01-2022,05:00,37.3,37.8,7.9,-1.3,69.2,0,21.4,0,Clear
10-01-2022,06:00,37.2,37.7,7.7,-1.9,71.92,0,21.8,0,Clear
10-01-2022,07:00,37.2,37.4,7.6,-2.4,71.17,0,10.5,0,Clear
10-01-2022,08:00,37,37.3,7.4,-1.3,69.96,0,6,7.8,Clear
10-01-2022,09:00,37,37.2,7.2,0.2,62.75,0,9.3,7.8,Clear
10-01-2022,10:00,36.9,37.2,7.1,1.8,58.14,0,16.7,7.8,Clear
10-01-2022,11:00,36.8,37,7,3.5,47.44,0,15.8,7.8,Clear
10-01-2022,12:00,36.7,37,7,5,42.49,0,14.8,0,Clear
10-01-2022,13:00,36.7,36.9,7.1,6.4,37.13,0,17.6,0,Clear
10-01-2022,14:00,36.6,36.8,7.3,7.1,33.18,0,16.4,0,Clear
10-01-2022,15:00,36.4,36.7,7.4,7.7,34.61,0,17.5,0,Clear
10-01-2022,16:00,36.4,36.7,7.4,7.4,34.91,0,14.2,0,Clear
10-01-2022,17:00,36.3,36.6,7.5,4.6,39.6,0,11.8,0,Clear
10-01-2022,18:00,36.4,36.4,7.5,3.7,43.86,0,8.6,0,Clear
10-01-2022,19:00,36.3,36.4,7.4,2.5,48.59,0,12.2,0,Clear
10-01-2022,20:00,36.2,36.3,7.3,1.9,48.56,0,8.4,0,Clear
10-01-2022,21:00,36.1,36.4,7.2,1.1,51.17,0,6.9,0,Clear
10-01-2022,22:00,36.1,36.3,7.1,0.6,52.64,0,11.2,0,Clear
10-01-2022,23:00,36,36.2,7,0.4,54.79,0,11.8,0,Clear
11-01-2022,00:00,35.8,36.1,6.8,0.4,53.56,0,13.9,0,Clear
11-01-2022,01:00,36,36.1,6.7,0.2,55.13,0,13.7,0,Clear
11-01-2022,02:00,35.8,36,6.6,-0.4,57.84,0,13.6,0,Clear
11-01-2022,03:00,35.8,35.8,6.5,-1.2,62.25,0,12.3,0,Clear
11-01-2022,04:00,35.7,36,6.4,-1.6,65.6,0,11,0,Clear
11-01-2022,05:00,35.7,35.8,6.3,-2.1,68.04,0,10.5,0,Clear
11-01-2022,06:00,35.6,35.8,6.2,-2.5,69.71,0,2.9,0,Clear
11-01-2022,07:00,35.6,35.7,6.1,-3,74.7,0,9.7,0,Clear
11-01-2022,08:00,35.6,35.7,6,-0.7,65.5,0,9,0,Clear
11-01-2022,09:00,35.5,35.6,5.9,1.4,54.02,0,6.3,0,Clear
11-01-2022,10:00,35.4,35.6,5.8,3,45.93,0,0.7,0,Clear
11-01-2022,11:00,35.5,35.6,5.7,4.6,38.53,0,2.7,0,Clear
11-01-2022,12:00,35.4,35.5,5.8,5.7,32.76,0,0,0,Clear
11-01-2022,13:00,35.2,35.4,6,7.4,29.53,0,3.1,0,Clear
11-01-2022,14:00,35.3,35.5,6.3,8.2,29.24,0,7.8,0,Clear
11-01-2022,15:00,35.3,35.4,6.5,8.5,29.61,0,7.3,0,Clear
11-01-2022,16:00,35.3,35.2,6.6,7.9,30.95,0,7.7,0,Clear
11-01-2022,17:00,35.3,35.3,6.7,5.7,39.08,0,6.9,0,Clear
11-01-2022,18:00,35.3,35.3,6.7,3.3,49.14,0,1.5,0,Clear
11-01-2022,19:00,35.3,35.3,6.7,2.7,55.43,0,0,0,Clear
11-01-2022,20:00,35.2,35.3,6.7,0.8,64.86,0,1.5,0,Clear
11-01-2022,21:00,35.2,35.3,6.6,0.2,68,0,1.5,0,Clear
11-01-2022,22:00,35.2,35.3,6.5,0.1,71.82,0,1.5,0,Clear
11-01-2022,23:00,35.1,35.2,6.4,-1.4,78.12,0,2.7,0,Clear
12-01-2022,00:00,35.1,35.2,6.2,-1.3,81.05,0,2.7,0,Clear
12-01-2022,01:00,35.1,35.2,6.1,-1.7,80.93,0,0.7,0,Clear
12-01-2022,02:00,35,35.1,6,-1.7,80.69,0,0,0,Clear
12-01-2022,03:00,35.1,35.1,5.9,-2.6,84.34,0,0,0,Clear
12-01-2022,04:00,35,35.1,5.8,-3,87.53,0,1.5,0,Clear
12-01-2022,05:00,35,35,5.7,-2.7,89.04,0,0,0,Clear
12-01-2022,06:00,35,35.1,5.6,-3.1,90.86,0,9.1,0,Clear
12-01-2022,07:00,34.9,35,5.5,-2.2,87.25,0,9.8,7.8,Clear
12-01-2022,08:00,34.9,35,5.4,0.7,74.09,0,7.3,14.2,Clear
12-01-2022,09:00,34.9,35,5.4,4.2,62.5,0,8.1,25.3,Partially cloudy
12-01-2022,10:00,34.9,34.9,5.3,7.2,46.6,0,13.4,14.2,Clear
12-01-2022,11:00,34.9,34.9,5.3,9.6,38.73,0,13.7,14.2,Clear
12-01-2022,12:00,34.9,34.9,5.4,11.2,34.67,0,14.8,14.2,Clear
12-01-2022,13:00,34.8,34.9,5.7,12.2,33.09,0,12.5,25.3,Partially cloudy
12-01-2022,14:00,34.7,34.9,6,12.7,33,0,12.5,66.3,Partially cloudy
12-01-2022,15:00,34.8,34.9,6.2,12.7,34.47,0,13,66.3,Partially cloudy
12-01-2022,16:00,34.8,34.8,6.4,12.1,36.42,0,14.3,37.3,Partially cloudy
12-01-2022,17:00,34.8,34.7,6.5,9.1,47.35,0,9.4,10.4,Clear
12-01-2022,18:00,34.8,34.8,6.6,7.2,53.95,0,7,20.4,Partially cloudy
12-01-2022,19:00,34.8,34.8,6.6,6.3,55.21,0,5.4,0,Clear
12-01-2022,20:00,34.8,34.8,6.6,4.8,63.14,0,8.9,20.4,Partially cloudy
12-01-2022,21:00,34.8,34.8,6.5,4.4,66.57,0,0,37.3,Partially cloudy
12-01-2022,22:00,34.9,34.8,6.4,3.3,78.29,0,5.6,79,Partially cloudy
12-01-2022,23:00,34.7,34.8,6.3,4.2,69.85,0,0,88.9,Partially cloudy
13-01-2022,00:00,34.7,34.8,6.3,3.8,77.48,0,0,97.2,Overcast
13-01-2022,01:00,34.7,34.9,6.2,3.3,79.69,0,5.4,12.7,Clear
13-01-2022,02:00,34.7,34.7,6.2,3.9,76.57,0,7.3,0,Clear
13-01-2022,03:00,34.6,34.7,6.1,3.4,76.21,0,9.4,0,Clear
13-01-2022,04:00,34.6,34.7,6.1,3.4,76.49,0,8.5,0,Clear
13-01-2022,05:00,34.6,34.7,6.1,3.4,74.04,0,3.8,0,Clear
13-01-2022,06:00,34.6,34.6,6.1,4.1,68.23,0,6.9,66.3,Partially cloudy
13-01-2022,07:00,34.6,34.6,6,4.1,68.43,0,9.4,66.3,Partially cloudy
13-01-2022,08:00,34.6,34.6,6,5.1,69.02,0,6.9,66.3,Partially cloudy
13-01-2022,09:00,34.6,34.6,6,7.4,62.19,0,11.2,56.2,Partially cloudy
13-01-2022,10:00,34.6,34.6,6,9.4,57.8,0,10.8,45.1,Partially cloudy
13-01-2022,11:00,34.6,34.6,6.1,10.9,53.6,0,11.7,55.5,Partially cloudy
13-01-2022,12:00,34.5,34.6,6.3,11.3,50.86,0,14.2,92.9,Overcast
13-01-2022,13:00,34.7,34.6,6.4,11.8,49.89,0,16.7,98.9,Overcast
13-01-2022,14:00,34.6,34.6,6.7,12.5,46.12,0,15.8,96.8,Overcast
13-01-2022,15:00,34.5,34.5,6.9,11.9,49.62,0,14.9,100,Overcast
13-01-2022,16:00,34.5,34.7,7,12.7,49.23,0,11,95.8,Overcast
13-01-2022,17:00,34.6,34.6,7.2,11.1,54.39,0,7.7,96.8,Overcast
